"cod","desc_assunto","fk_cnj_assunto"
1855,"Indenizaçao por Dano Moral",2567
1978," Gestante",2656
1981," Membro da Cipa",2656
1998,"Multa de 40% do FGTS",2546
2557,"Aprendizagem",7628
2567,"Responsabilidade Civil do Empregador",864
2581,"Verbas Remuneratórias; Indenizatórias e Benefícios",864
2594,"Adicional ",2581
2606,"Ajuda de Custo",2581
2620,"Rescisão do Contrato de Trabalho",864
12974,"Desconsideração da Personalidade Jurídica ",9148
12975,"Descontos Fiscais ",12936
12976,"Descontos Previdenciários ",12936
11629,"Cargo - Deputado Distrital",11628
13662,"Jornalistas",13641
5937,"Retido na fonte",5933
7699,"Juros de Mora - Legais / Contratuais",7691
11623,"Registro de Candidatura - Substituição de Candidato - Por Expulsão Partidária",11620
3370,"Homicídio Simples",3369
11469,"Omissão no Recolhimento das Cédulas Apuradas, no Fechamento e Lacração da Urna",11467
11472,"Falsificação ou Alteração de Documento Público para Fins Eleitorais",11467
11828,"Área de Preservação Permanente",10110
5001,"Liquidação",4993
6120,"RMI - Renda Mensal Inicial",6119
6121,"RMI pelo art. 202 CF/88 (média dos 36 últimos salários-de-contribuição)",6120
11832,"Conselho do Idoso",11803
11836,"Parcelamento do Solo",11802
11837,"Comércio Ambulante",11802
4897,"Associação",9981
3400,"Crimes contra a liberdade pessoal",287
13122,"Controle de Jornada ",1658
13124,"Corretagem ",9580
11838,"Operações Urbanas Consorciadas",11802
11847,"Assistência Social",9986
8810,"Salário por Acúmulo de Cargo / Função",2458
11849,"Não Discriminação",9986
11863,"Responsabilidade Fiscal",9985
11865,"Vendas casadas",1156
11592,"Condição de Elegibilidade - Quitação Eleitoral",11585
11448,"Não Cumprimento, pela Autoridade Judiciária, do Dever de Representar Contra o Órgão do Ministério que Não Oferece Denúncia no Prazo Legal ",11437
13667,"Professores",13641
11851,"Terceirização do SUS",10064
11852,"Financiamento do SUS",10064
10349,"Reforma",10337
13273,"Publicitários ",7644
10796,"Transporte em dia de eleição",10769
10792,"Sigilo na votação",10769
11853,"Vigilância Sanitária e Epidemiológica",10064
11855,"Controle Social e Conselhos de Saúde",10064
5802,"Guarda",10577
11860,"Produto Impróprio",7771
10421,"Contratos Administrativos",9985
11593,"Direito de Resposta",11584
11861,"Combustíveis e derivados",7771
11817,"Fundos",9964
4841,"Quitação",4839
4847,"Seguro",4839
6220,"Responsabilidade do Fornecedor",1156
3609,"Responsabilidade Criminal por Danos Nucleares",3603
5290,"Mineiros de Subsolos",7644
5291,"Músicos Profissionais",7644
5292,"Operadores de Carga e Descarga (Estiva e Capatazia)",7644
11473,"Falsidade Ideológica",11467
4976,"Nota de Crédito Rural",7717
7717,"Espécies de Títulos de Crédito",7681
4899,"Assembléia",4897
4654,"Propriedade Intelectual / Industrial",10448
5000,"Concurso de Credores",4993
11450,"Não Cumprimento dos Deveres Impostos pelo Código Eleitoral à Autoridade Judiciária e aos Funcionários da Justiça Eleitoral ",11437
4660,"Patente",4654
11477,"Omissão da Entrega do Boletim de Urna",11467
4670,"Desenho Industrial",4654
4963,"Cédula de Crédito Industrial",7717
4680,"Marca",4654
5624,"Praticagem",5621
11866,"Jogos / Sorteios / Promoções comerciais",1156
4971,"Debêntures",7717
4706,"Evicção ou Vicio Redibitório",4701
4794,"Parceria Agrícola e/ou pecuária",9580
4805,"Previdência privada",9580
4813,"Representação comercial",9580
4840,"Equivalência salarial",4839
4843,"Transferência de Financiamento (contrato de gaveta)",4839
4902,"Eleição",4897
4904,"Extinção",4897
4909,"Eleição",4905
4910,"Extinção",4905
4933,"Apuração de haveres",5724
4934,"Constituição",5724
4935,"Dissolução",5724
11814,"Transporte Ferroviário",7776
11746,"Exceção - De Suspeição",11739
4940,"Ingresso e Exclusão dos Sócios na Sociedade",5724
4942,"Responsabilidade dos sócios e administradores",5724
4943,"Transferência de cotas",5724
4960,"Cédula de Crédito Bancário",7717
4961,"Cédula de Crédito à Exportação",7717
9594,"Mandato",9580
5813,"Nulidade / Anulação",5808
4964,"Cédula de Crédito Rural",7717
4970,"Cheque",7717
5595,"Responsabilidade do Comandante ou Capitão",1146
4973,"Letra de Câmbio",7717
11747,"Partidos Políticos",11428
4980,"Nota Promissória",7717
4981,"Warrant",7717
4994,"Recuperação extrajudicial",4993
4998,"Autofalência",4993
13585,"Cumulação com Adicional de Insalubridade ",1681
13586,"Eletricitário ",1681
7708,"Novação",7690
5009,"Mercado de Capitais",9616
5010,"Bolsa de Valores",5009
5286,"Jornalistas",7644
5287,"Marítimos",7644
5293,"Operadores Cinematográficos",7644
5294,"Professores",7644
5926,"Incidência sobre Lucro Imobiliário",5917
10359,"Pensão",10324
5834,"Deserdação",7673
13532,"Salário Base - Obediência ao Salário Mínimo ",2458
5825,"Nulidade e Anulação de Testamento",7673
6003,"Incentivos fiscais",5986
5585,"Registro / Cadastro do Armador",1146
5936,"Incidência sobre Aplicações Financeiras",5933
5938,"Incidência sobre Lucro",5933
5940,"Compensação de Prejuízos",5933
5945,"IPI/ Imposto sobre Produtos Industrializados",5916
5946,"ICMS/ Imposto sobre Circulação de Mercadorias",5916
13763,"Serviço Militar",13757
5603,"Inscrição / Registro da Embarcação",1146
10808,"Renúncia",10800
5609,"Hipoteca Marítima",7783
11751,"Coligação Partidária - Majoritária e Proporcional",11749
5788,"Revisão",5779
5805,"Regulamentação de Visitas",10577
5831,"Sub-rogação de Vinculo",7673
6043,"Construção Civil",6033
11749,"Coligação Partidária",11747
13545,"Terceirização ",5272
13157,"Entes Públicos ",8873
10801,"Prestação de contas",10800
13084,"Biólogos ",7644
13086,"Busca e Apreensão ",10670
13090,"Cesta Básica ",2581
5923,"Incidência sobre Férias Compensadas",5917
10559,"Cálculo de ICMS &quot;por dentro&quot;",6008
5932,"Incidência decorrente de Liquidação de Entidade de Previdência Privada",5917
5935,"Demonstrações Financeiras (DCTF)",5933
9616,"Empresas",899
6109,"Incapacidade Laborativa Permanente",6107
5948,"IOC/IOF Imposto sobre operações de crédito, câmbio e seguro, ou relativas a títulos ou valores mobiliários",5916
12461,"Correição ordinária",12460
5956,"Taxas",14
5958,"Taxa Anual por Hectare",5957
5959,"Taxa de Armazenamento",5957
5960,"Taxa de Despacho Aduaneiro",5957
5961,"Taxa de Exploração Mineral",5957
5964,"Taxa de Licença de Importação",5957
13547,"Termo de Rescisão Contratual ",13275
13548,"Teto Salarial - limitação ",2458
11754,"Filiação/Desfiliação",11747
13552,"Trabalho aos Domingos ",2426
6001,"Expedição de Certidão Positiva de Débito com Efeito de Negativa",5999
5965,"Taxa de Melhoramento de Portos",5957
5966,"Taxa de Permanência",5957
6044,"Contribuições Corporativas",6031
10123,"Desapropriação por Interesse Social Comum / L 4.132/1962",10120
5967,"Taxa de Saúde Suplementar",5957
5968,"Taxa de Fiscalização da Comissão de Valores Mobiliários",5957
6047,"Contribuição Sindical",6044
5969,"Taxa Judiciária",5957
5970,"Taxa de Aferição de Equipamentos de Metrologia",5957
5974,"Aquisição de veículos automotores",5973
5975,"Aquisição de combustíveis",5973
5976,"Aquisição de passagens e moedas - Viagem Exterior",5973
5979,"Responsabilidade tributária",5978
13554,"Trabalho em Domicílio / Teletrabalho ",13060
13550,"Trabalhador Temporário ",13155
5990,"Extinção do Crédito Tributário",5986
5994,"Compensação",5990
5997,"Denúncia espontânea",5986
5998,"Lançamento",5986
13112,"Constituição e Composição ",12961
5999,"CND/Certidão Negativa de Débito",5986
6002,"Certificado de Regularidade - FGTS",5999
6004,"Anulação de Débito Fiscal",5986
6006,"Prazo de Recolhimento",5986
6007,"Repetição de indébito",5986
2624,"Complementação de Aposentadoria / Pensão",2622
6008,"Base de Cálculo",5986
6009,"Crédito Prêmio",5986
9626,"Coligadas",9617
6010,"Crédito Presumido",5986
9617,"Espécies de Sociedades",9616
6018,"Processo Administrativo Fiscal",14
6021,"Procedimentos Fiscais",14
6022,"Sigilo Fiscal",6021
6140,"Art. 58 ADCT da CF/88",6138
6146,"Reajustamento pelo IGP-DI",6138
13115,"Contagem do Prazo ",10568
6031,"Contribuições",14
6035,"Cofins",6033
6039,"PIS",6033
6041,"Contribuição INCRA",6033
6045,"Contribuições para o SEBRAE, SESC, SENAC, SENAI e outros",6044
10098,"Alienação",10097
13318,"Conversão dos Autos Físicos em Eletrônicos - Responsabilidade ",13029
6046,"Conselhos Regionais e Afins (Anuidade)",6044
6048,"Contribuições Previdenciárias",6031
13118,"Contrato Intermitente ",1654
13120,"Contribuições Previdenciárias ",10568
6072,"FNT/Fundo Nacional de Telecomunicações",6071
13634,"Gratificação de Contingente e/ou Participação nos Resultados - Avanço de Nível",13627
6073,"ATP/Adicional de Tarifa Portuária",6071
6074,"AITP/Adicional de Indenização do Trabalhador Portuário Avulso",6071
6075,"Adicional de Tarifa Aeroportuária",6071
6076,"AFRMM/Adicional ao Frete para Renovação da Marinha Mercante ",6071
12017,"Crimes da Lei que Proíbe Práticas Discriminatórias para Efeitos Trabalhistas",3603
12019,"Crimes da Lei de Proteção à Propriedade Intelectual de Programa de Computador",3603
6081,"FUNDAF/Fundo Especial de Desenvolvimento e Aperfeiçoamento das Atividades de Fiscalização ",6071
6082,"FUSEX/FUNSA/FUSMA/Fundo de Saúde das Forças Armadas",6071
13556,"Trabalho sob Aplicativos e/ou Plataformas Digitais ",2554
6084,"IUEE/Imposto Único sobre Energia Elétrica",6071
6086,"Contribuição sobre Açúcar e Álcool",6071
6087,"CPMF/Contribuição Provisória sobre Movimentação Financeira",6071
6088,"Discriminação Tributária MERCOSUL",14
6096,"Aposentadoria por Idade (Art. 48/51)",6094
6219,"Contratos Internacionais",6191
6099,"Aposentadoria por Tempo de Serviço (Art. 52/4)",6094
6153,"Abono da Lei 8.178/91",6138
13635,"Parcelas Que Integram a Aposentadoria",13627
1723,"Assédio Moral",1855
11867,"Produto Impróprio",6220
6112,"Redução da Capacidade Auditiva",6107
6125,"RMI da pensão de dependente de ex-combatente",6120
10104,"Restituição de área - FUNAI",10102
6100,"Aposentadoria Especial (Art. 57/8)",6094
13558,"Uniforme ",4442
13560,"Valor Arbitrado ",1855
13561,"Verbas Rescisórias ",13049
13562,"Vício Formal - Pagamento do Adicional de Horas Extras ",13096
13564,"Transação ",13503
13565,"Categoria Diferenciada ",13417
13566,"Financeiras / Equiparação Bancário ",13417
6102,"Salário-Família (Art. 65/70)",6094
10844,"Injúria",3664
6103,"Salário-Maternidade (Art. 71/73)",6094
6134,"Alteração do coeficiente de cálculo de pensão",6120
6104,"Pensão por Morte (Art. 74/9)",6094
6113,"Abono de Permanência em Serviço (Art. 87)",6094
6114,"Benefício Assistencial (Art. 203,V CF/88)",12734
11872,"Sistema de proteção especial a vítimas e a testemunhas",9985
6105,"Auxílio-Reclusão (Art. 80)",6094
11868,"Combustíveis e derivados",1156
12934,"Acordo Extrajudicial ",8826
6106,"Pecúlios (Art. 81/5)",6094
13567,"Empresa de Processamento de Dados ",13417
13568,"Isonomia/Diferença Salarial ",13417
13569,"Programa de Assistência Médica - Benefícios ",2445
13570,"Definitiva / Provisória ",2523
13571,"Gestante / Adotante ",9487
13572,"Licença Previdenciária ",9487
6107,"Auxílio-Acidente (Art. 86)",6094
6108,"Incapacidade Laborativa Parcial",6107
6110,"Incapacidade Laborativa Temporária",6107
6111,"Movimentos Repetitivos/Tenossinovite/LER/DORT",6107
9777,"Inundação / Perigo de Inundação",9773
10178,"Cooperativas de Crédito",10174
10102,"Terras Indígenas",10088
6115,"Ferroviário",6094
9953,"Desobediência a decisão judicial sobre perda ou suspensão de direitos",9932
5933,"IRPJ/Imposto de Renda de Pessoa Jurídica",5916
6117,"Renda Mensal Vitalícia",6094
6135,"Alteração do coeficiente de cálculo do benefício",6120
6154,"Índice de 4,02% da Lei 8.222/91",6138
6118,"Aposentadoria por Tempo de Contribuição (Art. 55/6)",6094
6122,"RMI pelo art. 1º da Lei 6.423/77 - índices de atualização dos 24 1ºs salários-de-contribuição, anteriores aos 12 últimos)",6120
6123,"RMI pela equivalência entre Salário-de-Benefício e Salário-de-Contribuição",6120
11873,"Política fundiária e da reforma agrária",9985
6124,"RMI sem incidência de Teto Limitador",6120
13676,"Operador de Telemarketing",13641
6126,"Benefício mínimo a partir da CF/88 (art. 201, § 2º CF/88)",6120
6127,"Parcelas e índices de correção do salário-de-contribuição",6120
6128,"Limitação do salário-de-benefício e da renda mensal inicial",6120
6129,"RMI cuja salário-de-benefício supera menor valor teto",6120
6130,"Escala de Salário-Base",6120
6136,"Cálculo do benefício de segurado especial de acordo com a Lei 9.876/99",6120
6137,"Cálculo do fator previdenciário - Lei 9.876/99",6120
10412,"Comissão Parlamentar de Inquérito - CPI",9985
10414,"Criação / Instalação / Prosseguimento / Encerramento",10412
6161,"Habilitação e Reabilitação Profissional",6160
7694,"Atos Unilaterais",7681
13581,"Outros Agentes Insalubres ",1666
13583,"Armazenamento de Líquido Inflamável ",1681
12599,"Requerimento de Acesso ao Sistema Interno de Controle e Dados de Pesquisas Eleitorais",11428
6139,"Reajuste pela Súmula 260 do TFR",6138
13576,"Serviço Militar ",9487
13578,"Equipamento de Proteção Individual - EPI ",1666
6226,"Inclusão Indevida em Cadastro de Inadimplentes",7779
6142,"Manutenção do Benefício pela equivalência salarial",6138
6145,"Reajuste de 147%",6138
6147,"Aplicação de coeficiente de cálculo diverso do fixado na Lei n.º 8.213/91",6138
6148,"Reajuste aplicado ao salário mínimo em setembro/94",6138
6151,"Art. 144 da Lei 8.213/91 e/ou diferenças decorrentes",6138
6152,"Gratificação Natalina a partir da CF/88 (Art. 201, § 6º CF/88)",6138
6156,"Descontos dos benefícios",6138
6157,"Correção Monetária pela Súmula 71 TFR",6138
6158,"Correção Monetária de Benefício pago com atraso",6138
10791,"Sistema eletrônico de votação",10769
13041,"Trabalho com Proteção Especial ",12936
6187,"Averbação/Cômputo de tempo de serviço de empregado doméstico",6181
6162,"Decadência/Prescrição",6160
13579,"Lixo Urbano ",1666
13580,"Óleos Minerais ",1666
6164,"Declaração de Ausência",6160
6238,"Oferta",5779
6165,"Atividade concomitante",6160
6166,"Renúncia ao benefício",6160
6167,"Demonstrativo das importâncias pagas",6160
11874,"Responsabilidade fiscal",9985
6193,"Aquisição",6192
6194,"Perda",6192
6168,"Períodos de Carência",6160
9945,"Evasão mediante violência contra a pessoa",9932
10016,"Inspeção Fitossanitária",10015
6169,"Limite Mínimo de Idade",6160
13584,"Base de Cálculo ",1681
13700,"Outras Categorias Profissionais",13641
6184,"Averbação/Cômputo de tempo de serviço  rural (empregado/empregador)",6181
6171,"Inclusão de Dependente",6160
6174,"Data de Início de Benefício (DIB)",6173
6175,"Cumulação",6173
6176,"Parcelas de benefício não pagas",6173
6177,"Concessão",6173
6190,"Contagem Recíproca de Tempo de Serviço",6181
6195,"Concessão de Naturalização",6192
6182,"Averbação/Cômputo/Conversão de tempo de serviço especial",6181
6183,"Averbação/Cômputo de tempo de serviço de segurado especial (regime de economia familiar)",6181
7697,"Correção Monetária",7691
13587,"Hora Extra - Integração ",1681
13588,"Percentual Inferior ao Legal - Norma Coletiva ",1681
6214,"Casamento e Divórcio",6191
6188,"Averbação/Cômputo de tempo de serviço urbano",6181
6189,"Certidão de Tempo de Serviço",6181
10483,"Servidão",10432
9600,"Transporte de Pessoas",9580
6191,"DIREITO INTERNACIONAL",1
6192,"Nacionalidade",6191
6197,"Estrangeiro",6191
5282,"Doméstico",7644
12240,"Levantamento",12235
6198,"Admissão / Entrada / Permanência / Saída",6197
6199,"Asilo",6197
6203,"Cooperação Internacional",6191
6206,"Auxílio Direto",6203
6207,"Mercosul",6203
11686,"Comitê Financeiro",11684
6217,"Funcionamento de Empresa Estrangeira",6191
6218,"Pessoa Jurídica Estrangeira",6191
9942,"Favorecimento real",9932
6239,"Fixação",5779
7628,"Outras Relações de Trabalho",864
7644,"Categoria Profissional Especial",864
10062,"Educação Pré-escolar",10051
10063,"Educação Profissionalizante",10051
10064,"Saúde",10028
10070,"Ressarcimento ao SUS",10064
10094,"Terras Devolutas",10089
7656,"União Estável ou Concubinato",5626
10280,"Demissão ou Exoneração",10279
7659,"Regime de Bens Entre os Cônjuges",5626
7660,"Usufruto e Administração dos Bens de Filhos Menores",5626
7672,"União Homoafetiva",7656
10052,"Mensalidade",10051
7676,"Administração de herança",7673
13589,"Radiação Ionizante ou Substância Radioativa ",1681
13590,"Tempo de Exposição ",1681
7698,"Perdas e Danos",7691
10858,"Gratificação de Desempenho de Atividade de Ciência e Tecnologia - GDACT",10718
7700,"Cláusula Penal",7691
7701,"Arras ou Sinal",7691
7703,"Pagamento",7690
7705,"Pagamento com Sub-rogação",7690
7706,"Imputação do Pagamento",7690
7707,"Dação em Pagamento",7690
7709,"Compensação",7690
7710,"Confusão",7690
7711,"Remissão das Dívidas",7690
7712,"Promessa de Recompensa",7694
7713,"Gestão de Negócios",7694
7714,"Pagamento Indevido",7694
7735,"Retificação de Nome ",7725
7737,"Cancelamento de Protesto",7729
7757,"Auxílio-Doença Acidentário",6094
7768,"Rescisão do contrato e devolução do dinheiro",6220
7769,"Abatimento proporcional do preço ",6220
7781,"Protesto Indevido de Título",7779
10861,"Alienação Fiduciária",10573
7787,"Prestação de Serviços à Comunidade",7790
7788,"Interdição Temporária de Direitos",7790
7789,"Limitação de Fim de Semana",7790
7834,"Retificação de Data de Nascimento",7725
13731,"Terceirização",13708
7835,"Retificação de Sexo",7725
7897,"Inscrição na Matrícula de Registro Torrens",7895
7898,"Instituição de Bem de Família",7895
7911,"Por Remição",7896
7912,"Por Terceiro Prejudicado",7896
7925,"Registro de Óbito após prazo legal",7725
7926,"Registro de Nascimento de Filho de Brasileiro Nascido no Exterior",7725
11564,"Designação de Juiz Eleitoral",11562
7952,"Organizações Religiosas",9981
8808,"Indenização por Dano Material",2567
9899,"Da Lei de licitações",9847
11818,"Medidas de proteção",9964
8990,"Provas",8960
9045,"Recurso",8826
9051,"Desconfiguração de Justa Causa",1855
13128,"Criação de Sindicato - Desmembramento ",13016
9149,"Valor da Execução / Cálculo / Atualização",9148
9534,"Transformação",5724
9614,"Benfeitorias",9593
13710,"Alteração Contratual ou das Condições de Trabalho",13707
9536,"Fusão",5724
9580,"Espécies de Contratos",7681
9537,"Cisão",5724
9714,"Abuso de Incapazes",9674
9538,"Liquidação",5724
9541,"Capacidade",5754
9542,"Curadoria dos bens do ausente",5754
9592,"Fiança",9580
13591,"Quadro de Carreira ",2697
13592,"Multa pela Ilicitude da Discriminação Salarial ",2697
13593,"Contrato de Experiência ",2641
9744,"Atentado ao Pudor Mediante Fraude",9740
10111,"Revogação/Concessão de Licença Ambiental",10110
9546,"Exclusão de associado",4897
10282,"Suspensão",10279
9547,"Fiscalização",4905
9549,"Exclusão de filiado",7953
9556,"Convolação de recuperação judicial em falência",4993
9558,"Administração judicial",4993
9559,"Classificação de créditos",4993
9615,"Direito de Preferência",9593
9582,"Alienação Fiduciária",9580
9583,"Arrendamento Rural",9580
13943,"Salário Suplementar",13858
13944,"Salário Vencido/Retido",13858
9584,"Arrendamento Mercantil",9580
9585,"Cartão de Crédito",9580
9586,"Comissão",9580
9587,"Compra e Venda",9580
9590,"Doação",9580
9595,"Troca ou Permuta",9580
9597,"Seguro",9580
13497,"Parcelas que Integram a Aposentadoria ",2624
9598,"Transação",9580
9599,"Transporte de Coisas",9580
9602,"Comodato",9580
5913,"Limitações ao Poder de Tributar",14
9604,"Constituição de Renda",9580
9957,"Inscrição de Despesas Não Empenhadas",9955
10798,"Cassação do diploma",10770
9605,"Jogo e Aposta",9580
9606,"Compromisso",9580
9608,"Franquia",9580
9609,"Locação de Móvel",9580
9610,"Despejo para Uso Próprio",9593
9612,"Despejo por Denúncia Vazia",9593
13397,"Desconto Sindical ",13137
9618,"Conta de Participação",9617
9725,"Atentado contra a liberdade de associação (art. 199)",9722
9717,"Fraudes e Abusos na Fundação ou Administração de Sociedade por Ações",9674
9619,"Simples",9617
9620,"Nome Coletivo",9617
13594,"Culpa Recíproca ",2641
13595,"Indenizado - Efeitos ",2641
9621,"Comandita Simples",9617
9622,"Limitada",9617
9623,"Anônima",9617
9624,"Comandita por Ações",9617
9625,"Cooperativa",9617
13641,"Categoria Profissional Especial",12936
13642,"Administradores",13641
9635,"Contra a vida",9634
9637,"Homicídio Privilegiado",9635
9647,"Decorrente de Violência Doméstica",9641
12644,"Requerimentos Relativos ao Horário Eleitoral Gratuito",11669
9658,"Injúria",9655
11897,"Crédito Especial",10954
9809,"Petrechos para falsificação de moeda (art. 291)",9807
10109,"Ordenação da Cidade / Plano Diretor",10088
9718,"Emissão Irregular de Conhecimento de Depósito ou &quot;Warrant&quot;",9674
9769,"Sonegação do Estado de Filiação (Art. 243)",9766
13945,"Teto Salarial - Limitação",13858
9660,"Constrangimento ilegal (art. 146)",9659
9661,"Ameaça (art. 147)",9659
11630,"Cargo - Deputado Estadual",11628
9662,"Seqüestro e cárcere privado (art. 148)",9659
9687,"Dano em coisa de valor artístico, arqueológico ou histórico (art. 165)",9674
9688,"Alteração de local especialmente protegido (art. 166)",9674
9840,"Violência arbitrária (art. 322)",9828
13643,"Advogados",13641
9669,"Violação de comunicação telegráfica, radioelétrica ou telefônica (art. 151, § 1º, II, III e IV)",9666
9670,"Violação de Correspondência comercial (art. 152)",9666
9673,"Violação do segredo profissional (art. 154)",9671
10872,"Nao Cumulatividade",5946
10873,"Não Cumulatividade",6035
11467,"Crimes contra a Fé Pública Eleitoral",11429
9689,"Apropriação indébita Previdenciária (art. 168-A e Lei 8.212/91)",9674
10176,"Normatizações",10174
9678,"Roubo (art. 157)",9674
10099,"Ocupação",10097
9679,"Extorsão (art. 158)",9674
9680,"Extorsão mediante seqüestro (art. 159)",9674
9682,"Alteração de limites (art. 161, caput)",9674
13597,"Expurgos Inflacionários ",1998
9683,"Usurpação de águas (art. 161, § 1º, I)",9674
9684,"Esbulho possessório (art. 161, § 1º, II)",9674
9700,"Latrocínio",9674
9882,"Agrotóxicos (Lei 7.802/89)",9878
9685,"Dano (art. 163)",9674
13315,"Trabalhador Autônomo Não Especificado ",7628
10088,"Domínio Público",9985
9710,"Fraude na Entrega de Coisa",9674
9711,"Fraude para Recebimento de Indenização ou Valor de Seguro",9674
9768,"Registro de Nascimento Inexistente (Art. 241)",9766
9690,"Estelionato",9674
9723,"Atentado contra a liberdade de trabalho (art. 197)",9722
9694,"Receptação",9674
9697,"Furto Privilegiado",9674
9958,"Assunção de Obrigação no Último Ano do Mandato ou Legislatura",9955
13551,"Trabalhador Terceirizado ",13155
11482,"Crimes contra a Propaganda Eleitoral",11429
11611,"Nome do Candidato",11584
9699,"Roubo Majorado",9674
9702,"Extorsão mediante Sequestro Seguida de Lesão Corporal Grave",9674
8818,"Gratificação de Função",2055
9704,"Dano Qualificado",9674
9705,"Apropriação de Tesouro",9674
9708,"Alienação ou Oneração Fraudulenta de Coisa Própria",9674
13620,"Contribuição Assistencial",13276
13621,"Contribuição Sindical",13276
9724,"Atentado contra a liberdade de contrato de trabalho e boicotagem violenta (art. 198)",9722
9960,"Prestação de Garantia Graciosa",9955
9726,"Paralisação de trabalho, seguida de violência ou perturbação da ordem (art. 200)",9722
9727,"Paralisação de trabalho de interesse coletivo (art. 201)",9722
9729,"Frustração de direitos assegurados por lei trabalhista (art. 203)",9722
9730,"Exercício de atividade com infração de decisão administrativa (art. 205)",9722
9731,"Aliciamento para fins de emigração (art. 206)",9722
11898,"Crédito Extraordinário",10954
11899,"Ato Normativo",9997
9758,"Abandono Intelectual",9756
13288,"Regularidade de Apresentação de Peças ",13020
9732,"Aliciamento de trabalhadores de um local para outro do território nacional (art. 207)",9722
9733,"Frustração de lei sobre a nacionalização do trabalho (art. 204)",9722
9736,"Impedimento ou Perturbação de Cerimônia Funerária (Art. 209)",9734
9738,"Violação a Sepultura (Art. 210)",9734
9739,"Ultraje / Impedimento ou Perturbação de Culto Religioso",9734
9740,"Contra a dignidade sexual",9634
11451,"Utilização de Prédios ou Serviços de Repartições Públicas para Beneficiar Partido ou Organização de Caráter Político ",11437
13622,"Contribuição Sindical Rural",13276
9741,"Tráfico Internacional de Pessoa para Fim de Exploração Sexual ",9740
9961,"Não Cancelamento de Restos a Pagar",9955
9742,"Estupro ",9740
11901,"Recomendação",11899
10405,"Eleições Sindicais",10403
9743,"Atentado Violento ao Pudor",9740
9952,"Violência ou fraude em arrematação judicial",9932
13644,"Aeronautas",13641
9746,"Ultraje Público ao Pudor (Ato/Escrito Obsceno)",9740
9747,"Mediação para Servir a Lascívia de Outrem ",9740
9748,"Posse Sexual Mediante Fraude",9740
11452,"Desobediência a Ordens ou Instruções da Justiça Eleitoral ",11437
9749,"Assédio Sexual",9740
5929,"Incidência sobre Função Comissionada",5917
11930,"Fraude",10083
9751,"Casa de Prostituição",9740
9829,"Peculato (art. 312, caput e § 1º)",9828
9962,"Aumento de Despesa com Pessoal no Último Ano do Mandato ou Legislatura",9955
11927,"Desmembramento",10083
11928,"Cumulação",10083
9925,"Desobediência (art. 330)",9917
9752,"Rufianismo",9740
13645,"Aeroviários",13641
9753,"Tráfico Internacional de Pessoas",9740
9877,"Representação caluniosa",9847
9881,"Da Poluição",9878
9754,"Tráfico Interno de Pessoas",9740
9757,"Abandono Material",9756
9762,"Conhecimento Prévio de Impedimento",9760
9763,"Induzimento a erro essencial e ocultação de impedimento",9760
9764,"Simulação de Casamento",9760
9765,"Simulação de Autoridade para Celebração de Casamento",9760
13946,"Quadro de Carreira",13939
9771,"Induzimento a Fuga, Entrega Arbitrária ou Sonegação de Incapazes (Art. 248)",9770
9772,"Subtração de Incapazes (Art. 249)",9770
9773,"Contra a Incolumidade Pública",9634
9890,"Previstos na Lei de Estrangeiros",9847
9963,"Oferta Pública ou Colocação de Títulos no Mercado",9955
9774,"Incêndio",9773
9775,"Explosão ",9773
9780,"Difusão de doença ou praga (art. 259)",9773
13646,"Artistas",13641
9781,"Desastre ferroviário / Perigo de Desastre Ferroviário",9773
9783,"Arremesso de projétil",9773
9784,"Atentado contra a segurança de serviços de utilidade pública (art. 265)",9773
9786,"Epidemia (art. 267)",9773
11929,"Emolumentos",10083
13617,"Indenização Relacionada ao Exercício do Direito de Greve",12981
13618,"Interdito Proibitório",12981
13619,"Eleição de Dirigente Sindical",13016
9787,"Emprego de Processo Proibido/Substância não permitida",9773
13947,"Multa pela Ilicitude da Discriminação Salarial",13939
13949,"Rescisão do Contrato de Trabalho",12936
9788,"Invólucro ou recipiente com falsa indicação (art. 275)",9773
10133,"Direito de Preempção",10120
12020,"Da Lei de Proteção à Propriedade Intelectual de Programa de Computador",9847
9792,"Corrupção ou Poluição de Água Potável (Art. 271)",9773
12639,"Propaganda Política - Propaganda Eleitoral - Aplicativo de Mensagem Instantânea",11652
9793,"Curandeirismo (Art. 284)",9773
9794,"Envenenamento de Água Potável / Substância Alimentícia ou Medicinal (Art. 270)",9773
9795,"Falsificação / Corrupção / Adulteração / Alteração de Substância ou Produtos Alimentícios",9773
9796,"Infração de Medida Sanitária Preventiva (Art. 268)",9773
9799,"Substância Destinada à Falsificação (Art. 277)",9773
9800,"Fabrico / Fornecimento / Aquisição / Posse ou Transporte de Explosivos ou Gás Tóxico ou Asfixiante",9773
9801,"Venda de Produtos ou Substância nas Condições dos Artigos 274 e 275 ",9773
9802,"Medicamento em Desacordo com Receita Médica",9773
9804,"Quadrilha ou Bando (art. 288)",9803
9805,"Incitação ao Crime",9803
9806,"Apologia de Crime ou Criminoso",9803
9808,"Moeda Falsa / Assimilados",9807
13647,"Assistentes Sociais",13641
9810,"Emissão de título ao portador sem permissão legal (art. 292)",9807
11470,"Alteração do Resultado de Votação nos Mapas ou Boletins de Apuração",11467
13732,"Acúmulo de Função",13710
13733,"Desvio de Função",13710
11635,"Cargo - Primeiro Suplente de Senador",11628
